,a_img,a_embedding,b_img,b_embedding,genuine,a_img_reconstructed,a_embedding_reconstructed,b_img_reconstructed,b_embedding_reconstructed,a_img_pemiu,a_embedding_pemiu,b_img_pemiu,b_embedding_pemiu,a_embedding_pemiu_reconstructed,cos_sim_a_b,cos_sim_a_a_pemiu,cos_sim_a_b_pemiu,cos_sim_a_pemiu_b_pemiu,cos_sim_a_pemiu_a_pemiu_reconstructed,cos_sim_a_a_pemiu_reconstructed,cos_sim_a_a_reconstructed,cos_sim_a_b_reconstructed,cos_sim_scipy_a_b,cos_sim_scipy_a_a_pemiu,cos_sim_a_b_normalized,cos_sim_a_a_pemiu_normalized,cos_sim_a_b_pemiu_normalized,cos_sim_a_pemiu_b_pemiu_normalized,cos_sim_a_pemiu_a_pemiu_reconstructed_normalized,cos_sim_a_a_pemiu_reconstructed_normalized,cos_sim_a_a_reconstructed_normalized,cos_sim_a_b_reconstructed_normalized,cos_sim_scipy_a_b_normalized,cos_sim_scipy_a_a_pemiu_normalized
10,../data/lfw_align/Ann_Veneman/Ann_Veneman_0006.png,../data/features_cleaner/Ann_Veneman_0006.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0010.png,../data/features_cleaner/Ann_Veneman_0010.npy,True,sample_images/Ann_Veneman_0006_reconstructed.png,sample_images_embeddings/Ann_Veneman_0006_reconstructed.npy,sample_images/Ann_Veneman_0010_reconstructed.png,sample_images_embeddings/Ann_Veneman_0010_reconstructed.npy,sample_images_lfw_pemiu/Ann_Veneman_0006_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0006.npy,sample_images_lfw_pemiu/Ann_Veneman_0010_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0010.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0010/Ann_Veneman_0006.npy,0.7524228719839685,-0.037441839744854974,0.04080882638530913,-0.07449460317519528,-0.004128625654013569,-0.02824669612745875,0.6268245898016194,0.40689736899272094,0.752,-0.037,0.8172715240671972,0.1629390632835906,0.22776276051502908,0.13224415374504275,0.1905360897477315,0.17055641959928228,0.7132245501611324,0.5310344643802248,0.8169212123470281,0.16330508810180303
11,../data/lfw_align/Ann_Veneman/Ann_Veneman_0010.png,../data/features_cleaner/Ann_Veneman_0010.npy,../data/lfw_align/Ann_Veneman/Ann_Veneman_0011.png,../data/features_cleaner/Ann_Veneman_0011.npy,True,sample_images/Ann_Veneman_0010_reconstructed.png,sample_images_embeddings/Ann_Veneman_0010_reconstructed.npy,sample_images/Ann_Veneman_0011_reconstructed.png,sample_images_embeddings/Ann_Veneman_0011_reconstructed.npy,sample_images_lfw_pemiu/Ann_Veneman_0010_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0010.npy,sample_images_lfw_pemiu/Ann_Veneman_0011_pemiu.png,../data/lfw_embeddings_pemiu/Ann_Veneman_0011.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0011/Ann_Veneman_0010.npy,0.5986005463904782,0.037600401311564,-0.046485707276410944,0.07173122056364423,0.03144100193021387,0.04548065576348818,0.5805163162223347,0.4781073293964101,0.599,0.038,0.6898434476707406,0.22510486652056458,0.15544702571177457,0.2533792059335671,0.22000235352776798,0.23163295444570128,0.6748622760199667,0.5900255649210553,0.6901743593565092,0.2254358983912731
12,../data/lfw_align/Anthony_Fauci/Anthony_Fauci_0001.png,../data/features_cleaner/Anthony_Fauci_0001.npy,../data/lfw_align/Anthony_Fauci/Anthony_Fauci_0002.png,../data/features_cleaner/Anthony_Fauci_0002.npy,True,sample_images/Anthony_Fauci_0001_reconstructed.png,sample_images_embeddings/Anthony_Fauci_0001_reconstructed.npy,sample_images/Anthony_Fauci_0002_reconstructed.png,sample_images_embeddings/Anthony_Fauci_0002_reconstructed.npy,sample_images_lfw_pemiu/Anthony_Fauci_0001_pemiu.png,../data/lfw_embeddings_pemiu/Anthony_Fauci_0001.npy,sample_images_lfw_pemiu/Anthony_Fauci_0002_pemiu.png,../data/lfw_embeddings_pemiu/Anthony_Fauci_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0012/Anthony_Fauci_0001.npy,0.8375335942899178,0.07363605692064926,-0.06427118235287822,0.003691584325165955,0.8375335942899178,0.0747553676069177,0.6066294701130421,0.5161086985076369,0.838,0.074,0.8877781659497399,0.2549571929512946,0.14071334600665342,0.1970144361829345,0.8877781659497399,0.25588444201667493,0.6964946948258772,0.6215063096542521,0.8881645414789537,0.2552586873302187
13,../data/lfw_align/Antony_Leung/Antony_Leung_0001.png,../data/features_cleaner/Antony_Leung_0001.npy,../data/lfw_align/Antony_Leung/Antony_Leung_0002.png,../data/features_cleaner/Antony_Leung_0002.npy,True,sample_images/Antony_Leung_0001_reconstructed.png,sample_images_embeddings/Antony_Leung_0001_reconstructed.npy,sample_images/Antony_Leung_0002_reconstructed.png,sample_images_embeddings/Antony_Leung_0002_reconstructed.npy,sample_images_lfw_pemiu/Antony_Leung_0001_pemiu.png,../data/lfw_embeddings_pemiu/Antony_Leung_0001.npy,sample_images_lfw_pemiu/Antony_Leung_0002_pemiu.png,../data/lfw_embeddings_pemiu/Antony_Leung_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0013/Antony_Leung_0001.npy,0.8038154834171412,0.03263395882870649,-0.04263072772858288,0.02959969528567919,0.8038154834171412,0.032735238199158904,0.3259400316117712,0.305597995221659,0.804,0.033,0.8598457186169959,0.2209906119110181,0.15864053241785314,0.218476995210217,0.8598457186169959,0.221074512835709,0.46396853144213934,0.44711696872406526,0.8599985741477274,0.22129384437197508
14,../data/lfw_align/Antony_Leung/Antony_Leung_0002.png,../data/features_cleaner/Antony_Leung_0002.npy,../data/lfw_align/Antony_Leung/Antony_Leung_0003.png,../data/features_cleaner/Antony_Leung_0003.npy,True,sample_images/Antony_Leung_0002_reconstructed.png,sample_images_embeddings/Antony_Leung_0002_reconstructed.npy,sample_images/Antony_Leung_0003_reconstructed.png,sample_images_embeddings/Antony_Leung_0003_reconstructed.npy,sample_images_lfw_pemiu/Antony_Leung_0002_pemiu.png,../data/lfw_embeddings_pemiu/Antony_Leung_0002.npy,sample_images_lfw_pemiu/Antony_Leung_0003_pemiu.png,../data/lfw_embeddings_pemiu/Antony_Leung_0003.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0014/Antony_Leung_0002.npy,0.7667008324989426,-0.010235972707290628,0.04874902786693994,-0.05603800032921819,-0.025700363104341647,0.009744267605386657,0.4411012792713732,0.23498339048891095,0.767,-0.01,0.8290995408148825,0.1854766974658767,0.23434050920723404,0.14753380294519602,0.17266582938585695,0.20202854440460968,0.5593693531893048,0.38861906725318146,0.8293473744049221,0.18567217980601225
15,../data/lfw_align/Anwar_Ibrahim/Anwar_Ibrahim_0001.png,../data/features_cleaner/Anwar_Ibrahim_0001.npy,../data/lfw_align/Anwar_Ibrahim/Anwar_Ibrahim_0002.png,../data/features_cleaner/Anwar_Ibrahim_0002.npy,True,sample_images/Anwar_Ibrahim_0001_reconstructed.png,sample_images_embeddings/Anwar_Ibrahim_0001_reconstructed.npy,sample_images/Anwar_Ibrahim_0002_reconstructed.png,sample_images_embeddings/Anwar_Ibrahim_0002_reconstructed.npy,sample_images_lfw_pemiu/Anwar_Ibrahim_0001_pemiu.png,../data/lfw_embeddings_pemiu/Anwar_Ibrahim_0001.npy,sample_images_lfw_pemiu/Anwar_Ibrahim_0002_pemiu.png,../data/lfw_embeddings_pemiu/Anwar_Ibrahim_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0015/Anwar_Ibrahim_0001.npy,0.6680344618534602,0.03640587171916054,0.011065988874699884,0.0376446353029306,-0.03480234003352803,-0.00496378743474471,0.49067749595938337,0.43727115980067777,0.668,0.036,0.7473632533945491,0.22411530530068755,0.20312347258379979,0.2251415104369105,0.16512565336123813,0.1898442327056032,0.6004388267081371,0.5561964408397077,0.7473347048228217,0.22377907678355388
16,../data/lfw_align/Augusto_Pinochet/Augusto_Pinochet_0001.png,../data/features_cleaner/Augusto_Pinochet_0001.npy,../data/lfw_align/Augusto_Pinochet/Augusto_Pinochet_0002.png,../data/features_cleaner/Augusto_Pinochet_0002.npy,True,sample_images/Augusto_Pinochet_0001_reconstructed.png,sample_images_embeddings/Augusto_Pinochet_0001_reconstructed.npy,sample_images/Augusto_Pinochet_0002_reconstructed.png,sample_images_embeddings/Augusto_Pinochet_0002_reconstructed.npy,sample_images_lfw_pemiu/Augusto_Pinochet_0001_pemiu.png,../data/lfw_embeddings_pemiu/Augusto_Pinochet_0001.npy,sample_images_lfw_pemiu/Augusto_Pinochet_0002_pemiu.png,../data/lfw_embeddings_pemiu/Augusto_Pinochet_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0016/Augusto_Pinochet_0001.npy,0.8884422956908056,0.01656921692738714,0.07260350733632344,0.05584676255279638,0.8884422956908055,0.01988607695445879,0.5276573822938422,0.47555482361517626,0.888,0.017,0.9299514842006977,0.20768240615874914,0.25410181772011836,0.24022034930392655,0.9299514842006976,0.21043012884006534,0.6310733640731028,0.5879110415549671,0.9295850816719339,0.20803927151022147
17,../data/lfw_align/Barbara_Brezigar/Barbara_Brezigar_0001.png,../data/features_cleaner/Barbara_Brezigar_0001.npy,../data/lfw_align/Barbara_Brezigar/Barbara_Brezigar_0002.png,../data/features_cleaner/Barbara_Brezigar_0002.npy,True,sample_images/Barbara_Brezigar_0001_reconstructed.png,sample_images_embeddings/Barbara_Brezigar_0001_reconstructed.npy,sample_images/Barbara_Brezigar_0002_reconstructed.png,sample_images_embeddings/Barbara_Brezigar_0002_reconstructed.npy,sample_images_lfw_pemiu/Barbara_Brezigar_0001_pemiu.png,../data/lfw_embeddings_pemiu/Barbara_Brezigar_0001.npy,sample_images_lfw_pemiu/Barbara_Brezigar_0002_pemiu.png,../data/lfw_embeddings_pemiu/Barbara_Brezigar_0002.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0017/Barbara_Brezigar_0001.npy,0.6804335326272198,0.06954193869777985,0.06398001613029128,0.07842960784467726,0.6808423141824087,0.07244109040817007,0.5556853230163004,0.4018322204681451,0.68,0.07,0.7576347775813514,0.25156558118319117,0.2469580244380531,0.2589282223256106,0.7579734166380884,0.25396726978210643,0.6542920129775236,0.5268384406193127,0.7572756344691369,0.2519450441147803
18,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner/Benjamin_Netanyahu_0001.npy,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.png,../data/features_cleaner/Benjamin_Netanyahu_0004.npy,True,sample_images/Benjamin_Netanyahu_0001_reconstructed.png,sample_images_embeddings/Benjamin_Netanyahu_0001_reconstructed.npy,sample_images/Benjamin_Netanyahu_0004_reconstructed.png,sample_images_embeddings/Benjamin_Netanyahu_0004_reconstructed.npy,sample_images_lfw_pemiu/Benjamin_Netanyahu_0001_pemiu.png,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0001.npy,sample_images_lfw_pemiu/Benjamin_Netanyahu_0004_pemiu.png,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0004.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0018/Benjamin_Netanyahu_0001.npy,0.7604520355165217,0.021137555722483208,0.029717904335991283,0.11850421774521577,0.007132123923294206,0.006867514000834386,0.648592958976308,0.45572272404812797,0.76,0.021,0.8239229698835198,0.21146686737229767,0.2185749208646095,0.2921264621276756,0.19986461635713068,0.19964541063855654,0.7312577023678487,0.571481916010405,0.8235484987779049,0.21135291472565987
19,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0004.png,../data/features_cleaner/Benjamin_Netanyahu_0004.npy,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0005.png,../data/features_cleaner/Benjamin_Netanyahu_0005.npy,True,sample_images/Benjamin_Netanyahu_0004_reconstructed.png,sample_images_embeddings/Benjamin_Netanyahu_0004_reconstructed.npy,sample_images/Benjamin_Netanyahu_0005_reconstructed.png,sample_images_embeddings/Benjamin_Netanyahu_0005_reconstructed.npy,sample_images_lfw_pemiu/Benjamin_Netanyahu_0004_pemiu.png,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0004.npy,sample_images_lfw_pemiu/Benjamin_Netanyahu_0005_pemiu.png,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0005.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0019/Benjamin_Netanyahu_0004.npy,0.7736532976295838,0.024820211948983928,0.06452546786586334,0.17374295518806554,0.11348744952276,0.011412588377322796,0.6153728323569158,0.41734677427338457,0.774,0.025,0.8348590380425628,0.2145176195772317,0.24740988254878493,0.33788682901689626,0.2879705171317337,0.20341059935638497,0.7037377905707602,0.5396908646086341,0.8351462500319393,0.21466655794109826
20,../data/lfw_align/Bernard_Law/Bernard_Law_0002.png,../data/features_cleaner/Bernard_Law_0002.npy,../data/lfw_align/Bernard_Law/Bernard_Law_0003.png,../data/features_cleaner/Bernard_Law_0003.npy,True,sample_images/Bernard_Law_0002_reconstructed.png,sample_images_embeddings/Bernard_Law_0002_reconstructed.npy,sample_images/Bernard_Law_0003_reconstructed.png,sample_images_embeddings/Bernard_Law_0003_reconstructed.npy,sample_images_lfw_pemiu/Bernard_Law_0002_pemiu.png,../data/lfw_embeddings_pemiu/Bernard_Law_0002.npy,sample_images_lfw_pemiu/Bernard_Law_0003_pemiu.png,../data/lfw_embeddings_pemiu/Bernard_Law_0003.npy,../data/lfw_embeddings_pemiu_genuine_reconstructed/0020/Bernard_Law_0002.npy,0.7010158227307582,0.03550448708999718,0.016255714834411586,0.009057286781740375,0.7010158227307582,0.019583674511848063,0.3527684630672237,0.230043548677112,0.701,0.036,0.7746853690712951,0.22336858853545563,0.2074226976378956,0.20145944206825672,0.7746853690712951,0.2101796153894931,0.486193493910443,0.3845268489269298,0.7746722613501884,0.22377907678355388
