,a_img,a_embedding,b_img,b_embedding,genuine,a_img_reconstructed,a_embedding_reconstructed,b_img_reconstructed,b_embedding_reconstructed,a_img_pemiu,a_embedding_pemiu,b_img_pemiu,b_embedding_pemiu,a_embedding_pemiu_reconstructed,cos_sim_a_b,cos_sim_a_pemiu_a_pemiu_reconstructed,cos_sim_scipy_a_b,cos_sim_a_b_normalized,cos_sim_a_pemiu_a_pemiu_reconstructed_normalized,cos_sim_scipy_a_b_normalized
310,../data/lfw_align/Alanis_Morissette/Alanis_Morissette_0001.png,../data/features_cleaner/Alanis_Morissette_0001.npy,../data/lfw_align/Martin_Cauchon/Martin_Cauchon_0001.png,../data/features_cleaner/Martin_Cauchon_0001.npy,False,sample_images/Alanis_Morissette_0001_reconstructed.png,sample_images_embeddings/Alanis_Morissette_0001_reconstructed.npy,sample_images/Martin_Cauchon_0001_reconstructed.png,sample_images_embeddings/Martin_Cauchon_0001_reconstructed.npy,sample_images_lfw_pemiu/Alanis_Morissette_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alanis_Morissette_0001.npy,sample_images_lfw_pemiu/Martin_Cauchon_0001_pemiu.png,../data/lfw_embeddings_pemiu/Martin_Cauchon_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0010/Alanis_Morissette_0001.npy,-0.06511322469032442,0.43399708270484305,-0.065,0.1400157890370058,0.553484160000849,0.14010958559373418
311,../data/lfw_align/Alexander_Lukashenko/Alexander_Lukashenko_0001.png,../data/features_cleaner/Alexander_Lukashenko_0001.npy,../data/lfw_align/Heather_Chinnock/Heather_Chinnock_0001.png,../data/features_cleaner/Heather_Chinnock_0001.npy,False,sample_images/Alexander_Lukashenko_0001_reconstructed.png,sample_images_embeddings/Alexander_Lukashenko_0001_reconstructed.npy,sample_images/Heather_Chinnock_0001_reconstructed.png,sample_images_embeddings/Heather_Chinnock_0001_reconstructed.npy,sample_images_lfw_pemiu/Alexander_Lukashenko_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alexander_Lukashenko_0001.npy,sample_images_lfw_pemiu/Heather_Chinnock_0001_pemiu.png,../data/lfw_embeddings_pemiu/Heather_Chinnock_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0011/Alexander_Lukashenko_0001.npy,0.008650272299455003,0.445541824406147,0.009,0.20112226687380422,0.5630479487539776,0.20141198507934466
312,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner/Alfonso_Cuaron_0001.npy,../data/lfw_align/Jason_Priestley/Jason_Priestley_0001.png,../data/features_cleaner/Jason_Priestley_0001.npy,False,sample_images/Alfonso_Cuaron_0001_reconstructed.png,sample_images_embeddings/Alfonso_Cuaron_0001_reconstructed.npy,sample_images/Jason_Priestley_0001_reconstructed.png,sample_images_embeddings/Jason_Priestley_0001_reconstructed.npy,sample_images_lfw_pemiu/Alfonso_Cuaron_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alfonso_Cuaron_0001.npy,sample_images_lfw_pemiu/Jason_Priestley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Jason_Priestley_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0012/Alfonso_Cuaron_0001.npy,0.0964926444356344,-0.01586681952693007,0.096,0.2738918369880708,0.1808120431256089,0.27348372501512996
313,../data/lfw_align/Alfonso_Cuaron/Alfonso_Cuaron_0001.png,../data/features_cleaner/Alfonso_Cuaron_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0002.png,../data/features_cleaner/Patty_Schnyder_0002.npy,False,sample_images/Alfonso_Cuaron_0001_reconstructed.png,sample_images_embeddings/Alfonso_Cuaron_0001_reconstructed.npy,sample_images/Patty_Schnyder_0002_reconstructed.png,sample_images_embeddings/Patty_Schnyder_0002_reconstructed.npy,sample_images_lfw_pemiu/Alfonso_Cuaron_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alfonso_Cuaron_0001.npy,sample_images_lfw_pemiu/Patty_Schnyder_0002_pemiu.png,../data/lfw_embeddings_pemiu/Patty_Schnyder_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0013/Alfonso_Cuaron_0001.npy,-0.0757830348427087,0.41584297369996726,-0.076,0.1311768030316398,0.538445099966765,0.1309970667512786
314,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_align/Bill_Nelson/Bill_Nelson_0002.png,../data/features_cleaner/Bill_Nelson_0002.npy,False,sample_images/Alfonso_Soriano_0001_reconstructed.png,sample_images_embeddings/Alfonso_Soriano_0001_reconstructed.npy,sample_images/Bill_Nelson_0002_reconstructed.png,sample_images_embeddings/Bill_Nelson_0002_reconstructed.npy,sample_images_lfw_pemiu/Alfonso_Soriano_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,sample_images_lfw_pemiu/Bill_Nelson_0002_pemiu.png,../data/lfw_embeddings_pemiu/Bill_Nelson_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0014/Alfonso_Soriano_0001.npy,-0.08798337531081166,0.03299123572207151,-0.088,0.1210699091770978,0.22128658394945108,0.12105613710496338
315,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_align/Julio_De_Brun/Julio_De_Brun_0001.png,../data/features_cleaner/Julio_De_Brun_0001.npy,False,sample_images/Alfonso_Soriano_0001_reconstructed.png,sample_images_embeddings/Alfonso_Soriano_0001_reconstructed.npy,sample_images/Julio_De_Brun_0001_reconstructed.png,sample_images_embeddings/Julio_De_Brun_0001_reconstructed.npy,sample_images_lfw_pemiu/Alfonso_Soriano_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,sample_images_lfw_pemiu/Julio_De_Brun_0001_pemiu.png,../data/lfw_embeddings_pemiu/Julio_De_Brun_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0015/Alfonso_Soriano_0001.npy,-0.0009383001405725659,-0.013739150143171059,-0.001,0.19317898987089496,0.18257462743015615,0.19312787704074866
316,../data/lfw_align/Alfonso_Soriano/Alfonso_Soriano_0001.png,../data/features_cleaner/Alfonso_Soriano_0001.npy,../data/lfw_align/Patty_Schnyder/Patty_Schnyder_0003.png,../data/features_cleaner/Patty_Schnyder_0003.npy,False,sample_images/Alfonso_Soriano_0001_reconstructed.png,sample_images_embeddings/Alfonso_Soriano_0001_reconstructed.npy,sample_images/Patty_Schnyder_0003_reconstructed.png,sample_images_embeddings/Patty_Schnyder_0003_reconstructed.npy,sample_images_lfw_pemiu/Alfonso_Soriano_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alfonso_Soriano_0001.npy,sample_images_lfw_pemiu/Patty_Schnyder_0003_pemiu.png,../data/lfw_embeddings_pemiu/Patty_Schnyder_0003.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0016/Alfonso_Soriano_0001.npy,-0.05235415071792286,0.41932490534763633,-0.052,0.15058554376298708,0.5413295697619948,0.150878926043909
317,../data/lfw_align/Alonzo_Mourning/Alonzo_Mourning_0001.png,../data/features_cleaner/Alonzo_Mourning_0001.npy,../data/lfw_align/Cecilia_Cheung/Cecilia_Cheung_0001.png,../data/features_cleaner/Cecilia_Cheung_0001.npy,False,sample_images/Alonzo_Mourning_0001_reconstructed.png,sample_images_embeddings/Alonzo_Mourning_0001_reconstructed.npy,sample_images/Cecilia_Cheung_0001_reconstructed.png,sample_images_embeddings/Cecilia_Cheung_0001_reconstructed.npy,sample_images_lfw_pemiu/Alonzo_Mourning_0001_pemiu.png,../data/lfw_embeddings_pemiu/Alonzo_Mourning_0001.npy,sample_images_lfw_pemiu/Cecilia_Cheung_0001_pemiu.png,../data/lfw_embeddings_pemiu/Cecilia_Cheung_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0017/Alonzo_Mourning_0001.npy,0.11974979467920177,0.42823999080281266,0.12,0.2931583115168279,0.5487149228703944,0.29336558430776033
318,../data/lfw_align/Amber_Tamblyn/Amber_Tamblyn_0002.png,../data/features_cleaner/Amber_Tamblyn_0002.npy,../data/lfw_align/Benjamin_Netanyahu/Benjamin_Netanyahu_0001.png,../data/features_cleaner/Benjamin_Netanyahu_0001.npy,False,sample_images/Amber_Tamblyn_0002_reconstructed.png,sample_images_embeddings/Amber_Tamblyn_0002_reconstructed.npy,sample_images/Benjamin_Netanyahu_0001_reconstructed.png,sample_images_embeddings/Benjamin_Netanyahu_0001_reconstructed.npy,sample_images_lfw_pemiu/Amber_Tamblyn_0002_pemiu.png,../data/lfw_embeddings_pemiu/Amber_Tamblyn_0002.npy,sample_images_lfw_pemiu/Benjamin_Netanyahu_0001_pemiu.png,../data/lfw_embeddings_pemiu/Benjamin_Netanyahu_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0018/Amber_Tamblyn_0002.npy,0.09671005376777328,0.46981951817006457,0.097,0.27407194122767453,0.5831598525608018,0.27431213581898956
319,../data/lfw_align/Amporn_Falise/Amporn_Falise_0001.png,../data/features_cleaner/Amporn_Falise_0001.npy,../data/lfw_align/Joe_Pantoliano/Joe_Pantoliano_0001.png,../data/features_cleaner/Joe_Pantoliano_0001.npy,False,sample_images/Amporn_Falise_0001_reconstructed.png,sample_images_embeddings/Amporn_Falise_0001_reconstructed.npy,sample_images/Joe_Pantoliano_0001_reconstructed.png,sample_images_embeddings/Joe_Pantoliano_0001_reconstructed.npy,sample_images_lfw_pemiu/Amporn_Falise_0001_pemiu.png,../data/lfw_embeddings_pemiu/Amporn_Falise_0001.npy,sample_images_lfw_pemiu/Joe_Pantoliano_0001_pemiu.png,../data/lfw_embeddings_pemiu/Joe_Pantoliano_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0019/Amporn_Falise_0001.npy,-0.11013303504034096,0.4500752422078226,-0.11,0.10272089175534181,0.5668034810392951,0.10283109942005215
320,../data/lfw_align/Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.png,../data/features_cleaner/Anders_Fogh_Rasmussen_0002.npy,../data/lfw_align/Johnson_Panjaitan/Johnson_Panjaitan_0002.png,../data/features_cleaner/Johnson_Panjaitan_0002.npy,False,sample_images/Anders_Fogh_Rasmussen_0002_reconstructed.png,sample_images_embeddings/Anders_Fogh_Rasmussen_0002_reconstructed.npy,sample_images/Johnson_Panjaitan_0002_reconstructed.png,sample_images_embeddings/Johnson_Panjaitan_0002_reconstructed.npy,sample_images_lfw_pemiu/Anders_Fogh_Rasmussen_0002_pemiu.png,../data/lfw_embeddings_pemiu/Anders_Fogh_Rasmussen_0002.npy,sample_images_lfw_pemiu/Johnson_Panjaitan_0002_pemiu.png,../data/lfw_embeddings_pemiu/Johnson_Panjaitan_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0020/Anders_Fogh_Rasmussen_0002.npy,0.11570948453205203,0.44568341081471546,0.116,0.28981127493998554,0.5631652404645154,0.29005194109232196
321,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner/Andre_Bucher_0001.npy,../data/lfw_align/Joseph_Ralston/Joseph_Ralston_0001.png,../data/features_cleaner/Joseph_Ralston_0001.npy,False,sample_images/Andre_Bucher_0001_reconstructed.png,sample_images_embeddings/Andre_Bucher_0001_reconstructed.npy,sample_images/Joseph_Ralston_0001_reconstructed.png,sample_images_embeddings/Joseph_Ralston_0001_reconstructed.npy,sample_images_lfw_pemiu/Andre_Bucher_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andre_Bucher_0001.npy,sample_images_lfw_pemiu/Joseph_Ralston_0001_pemiu.png,../data/lfw_embeddings_pemiu/Joseph_Ralston_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0021/Andre_Bucher_0001.npy,0.02806504276264826,-0.0417496849269945,0.028,0.21720567247996778,0.15937039779335166,0.21715179035267707
322,../data/lfw_align/Andre_Bucher/Andre_Bucher_0001.png,../data/features_cleaner/Andre_Bucher_0001.npy,../data/lfw_align/Maria_Garcia/Maria_Garcia_0001.png,../data/features_cleaner/Maria_Garcia_0001.npy,False,sample_images/Andre_Bucher_0001_reconstructed.png,sample_images_embeddings/Andre_Bucher_0001_reconstructed.npy,sample_images/Maria_Garcia_0001_reconstructed.png,sample_images_embeddings/Maria_Garcia_0001_reconstructed.npy,sample_images_lfw_pemiu/Andre_Bucher_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andre_Bucher_0001.npy,sample_images_lfw_pemiu/Maria_Garcia_0001_pemiu.png,../data/lfw_embeddings_pemiu/Maria_Garcia_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0022/Andre_Bucher_0001.npy,0.04519869675633478,0.4491253864550717,0.045,0.2313993765579299,0.5660166102716081,0.2312347740182903
323,../data/lfw_align/Andrew_Gilligan/Andrew_Gilligan_0001.png,../data/features_cleaner/Andrew_Gilligan_0001.npy,../data/lfw_align/Henry_Castellanos/Henry_Castellanos_0001.png,../data/features_cleaner/Henry_Castellanos_0001.npy,False,sample_images/Andrew_Gilligan_0001_reconstructed.png,sample_images_embeddings/Andrew_Gilligan_0001_reconstructed.npy,sample_images/Henry_Castellanos_0001_reconstructed.png,sample_images_embeddings/Henry_Castellanos_0001_reconstructed.npy,sample_images_lfw_pemiu/Andrew_Gilligan_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andrew_Gilligan_0001.npy,sample_images_lfw_pemiu/Henry_Castellanos_0001_pemiu.png,../data/lfw_embeddings_pemiu/Henry_Castellanos_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0023/Andrew_Gilligan_0001.npy,0.14241355426166824,0.4411839512677228,0.142,0.3119332148110197,0.5594378395642575,0.31159062199267157
324,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_align/Edmund_Stoiber/Edmund_Stoiber_0005.png,../data/features_cleaner/Edmund_Stoiber_0005.npy,False,sample_images/Andrew_Shutley_0001_reconstructed.png,sample_images_embeddings/Andrew_Shutley_0001_reconstructed.npy,sample_images/Edmund_Stoiber_0005_reconstructed.png,sample_images_embeddings/Edmund_Stoiber_0005_reconstructed.npy,sample_images_lfw_pemiu/Andrew_Shutley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,sample_images_lfw_pemiu/Edmund_Stoiber_0005_pemiu.png,../data/lfw_embeddings_pemiu/Edmund_Stoiber_0005.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0024/Andrew_Shutley_0001.npy,-0.12333511368720253,0.023537258228574956,-0.123,0.09178414717087754,0.21345480685439303,0.09206175896987734
325,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_align/Mitchell_Swartz/Mitchell_Swartz_0001.png,../data/features_cleaner/Mitchell_Swartz_0001.npy,False,sample_images/Andrew_Shutley_0001_reconstructed.png,sample_images_embeddings/Andrew_Shutley_0001_reconstructed.npy,sample_images/Mitchell_Swartz_0001_reconstructed.png,sample_images_embeddings/Mitchell_Swartz_0001_reconstructed.npy,sample_images_lfw_pemiu/Andrew_Shutley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,sample_images_lfw_pemiu/Mitchell_Swartz_0001_pemiu.png,../data/lfw_embeddings_pemiu/Mitchell_Swartz_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0025/Andrew_Shutley_0001.npy,0.05111686468718053,-0.023666255695309366,0.051,0.23630205081089792,0.17435090593971017,0.2362052388414479
326,../data/lfw_align/Andrew_Shutley/Andrew_Shutley_0001.png,../data/features_cleaner/Andrew_Shutley_0001.npy,../data/lfw_align/Saeb_Erekat/Saeb_Erekat_0002.png,../data/features_cleaner/Saeb_Erekat_0002.npy,False,sample_images/Andrew_Shutley_0001_reconstructed.png,sample_images_embeddings/Andrew_Shutley_0001_reconstructed.npy,sample_images/Saeb_Erekat_0002_reconstructed.png,sample_images_embeddings/Saeb_Erekat_0002_reconstructed.npy,sample_images_lfw_pemiu/Andrew_Shutley_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andrew_Shutley_0001.npy,sample_images_lfw_pemiu/Saeb_Erekat_0002_pemiu.png,../data/lfw_embeddings_pemiu/Saeb_Erekat_0002.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0026/Andrew_Shutley_0001.npy,0.006841289029482508,0.45720393802054704,0.007,0.1996236855889577,0.5727089696679848,0.19975516347162545
327,../data/lfw_align/Andy_Dick/Andy_Dick_0001.png,../data/features_cleaner/Andy_Dick_0001.npy,../data/lfw_align/Simon_Yam/Simon_Yam_0001.png,../data/features_cleaner/Simon_Yam_0001.npy,False,sample_images/Andy_Dick_0001_reconstructed.png,sample_images_embeddings/Andy_Dick_0001_reconstructed.npy,sample_images/Simon_Yam_0001_reconstructed.png,sample_images_embeddings/Simon_Yam_0001_reconstructed.npy,sample_images_lfw_pemiu/Andy_Dick_0001_pemiu.png,../data/lfw_embeddings_pemiu/Andy_Dick_0001.npy,sample_images_lfw_pemiu/Simon_Yam_0001_pemiu.png,../data/lfw_embeddings_pemiu/Simon_Yam_0001.npy,../data/lfw_embeddings_pemiu_impostor_reconstructed/0027/Andy_Dick_0001.npy,0.02153693811775785,0.4454005953035253,0.022,0.21179772006341452,0.5629309530395464,0.21218132552951946
